operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,Inventory,New-Node_scxcstlsie,,2643868213
UMLCloneNode,LightDisplay,LightDisplay_crerglkdst,,1488573278
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_bppjvdtnsy,New-Node_rtqcgbgzsr,1733067025
Move_Operation_Component,enterOrderID,Enterprise,,623485155
Move_Operation_Component,getMeanTimeToDelivery,CashBoxController,,514019192
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_vivrqigsep,New-Node_mounodlexe,1104129396
Move_Component_New_Node,New-Component_vivrqigsep,New-Node_nlbgaogqub,,632079420
UMLCloneNode,EnterpriseClient,EnterpriseClient_kmiojrwjsf,,491952996
Move_Operation_Component,startSale,GUIReporting,,251154968
UMLCloneNode,EnterpriseClient,EnterpriseClient_gwydsmfarh,,397641798
UMLCloneNode,BarCodeScanner,BarCodeScanner_ottnpysfps,,495644047
UMLCloneNode,BarCodeScanner_ottnpysfps,BarCodeScanner_ottnpysfps_qtbncckbnz,,407451001
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_rklledzicj,New-Node_idqkfootzc,575874222
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_detyqcaexb,New-Node_sdnmgcfckh,598998602
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_tekakjruqn,New-Node_kltbzgwoda,638497825
UMLCloneNode,New-Node_idqkfootzc,New-Node_idqkfootzc_kcgxskpmwm,,446454284
Move_Operation_Component,printRunningTotal,Enterprise,,279942636
UMLCloneNode,BarCodeScanner,BarCodeScanner_uthzxtexpm,,395093220
Move_Component_New_Node,CashDeskGUI,New-Node_glboiwregn,,490430952
Move_Operation_New_Component_New_Node,getTransaction,New-Component_rvrqxjzlik,New-Node_idqowhiihk,523424907
Move_Operation_Component,getMeanTimeToDeliveryReport,GUIStore,,259975848
UMLCloneNode,EnterpriseClient,EnterpriseClient_tbnopmebmw,,392043611
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_bxzhyekkzq,New-Node_mhlrvklhyq,613637691
Move_Operation_New_Component_New_Node,startSale,New-Component_pdtbljrdse,New-Node_sxryyfpmld,608990006
Move_Operation_Component,stopSale,GUIStore,,269787505
Move_Operation_New_Component_New_Node,createReport,New-Component_dnreifaimk,New-Node_qtmzmkqaye,607443106
Move_Component_New_Node,CashDeskApplication,New-Node_omaqfxmybv,,417698405
UMLCloneNode,BarCodeScanner,BarCodeScanner_ydckvibmrx,,312946380
Move_Component_New_Node,GUIReporting,New-Node_enhgayzljn,,424577464
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_gqxsiwsuyv,New-Node_mqyzjkrpvz,514615489
Move_Operation_Component,getMeanTimeToDeliveryReport,CashDeskApplication,,216310322
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_spiyydeygj,New-Node_elpcnkaben,461326039
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_vaxpktlfcd,New-Node_wlmravhopv,599961588
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_crmmqluugv,New-Node_xiaqtpyrci,548690793
Move_Component_New_Node,Inventory,New-Node_mbeuyeerol,,360460942
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_kizfwtyfhj,New-Node_exqezdllio,489958296
Move_Component_New_Node,Inventory,New-Node_nxnitzwbeh,,374884206
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_libmbxisfi,New-Node_ywvcjbpqpg,465096910
Move_Operation_Component,getMeanTimeToDeliveryReport,PrinterController,,202169317
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nrabxclnwp,New-Node_efwaaevzhv,538173492
UMLCloneNode,EnterpriseServer,EnterpriseServer_dnfxpjpogn,,353627709
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_bwdvgjssqo,New-Node_aenxtbgafw,537357883
Move_Component_New_Node,GUIStore,New-Node_khgnghnonf,,419692404
Move_Operation_Component,startSale,Persistence,,214507783
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_ybsgztyxsq,New-Node_motdxjyriw,607668108
Move_Component_New_Node,ScannerController,New-Node_wmhulbtbcq,,451106617
Move_Operation_Component,getMeanTimeToDelivery,GUIStore,,205603556
UMLCloneNode,New-Node_wmhulbtbcq,New-Node_wmhulbtbcq_xxaykwzvmr,,357796275
UMLCloneNode,StoreServer,StoreServer_rdknfudhcm,,424656071
Move_Operation_New_Component_New_Node,getTransaction,New-Component_ikputvyqkj,New-Node_ovdybjzrrw,512763547
UMLCloneNode,New-Node_ovdybjzrrw,New-Node_ovdybjzrrw_ctviungjch,,364948947
UMLCloneNode,EnterpriseClient,EnterpriseClient_uraqkzpdum,,355761561
Move_Operation_New_Component_New_Node,createReport,New-Component_ziuujmelao,New-Node_dfoeqhogag,511713337
Move_Component_New_Node,PrinterController,New-Node_vmkerooxhh,,400373270
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_humzpyzxbq,New-Node_ctxkujeuvl,547250181
Move_Operation_Component,scanProduct,New-Component_humzpyzxbq,,210450284
Move_Operation_Component,getMeanTimeToDeliveryReport,Inventory,,244655872
Move_Component_New_Node,Persistence,New-Node_nklgisxtdh,,445368418
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_lneauquszp,New-Node_jesoutclit,465746948
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_lgmvtxrfot,New-Node_uutnwojahi,470732607
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_iwtvnakyme,New-Node_byptlqqdia,582088064
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_znywgrkndv,New-Node_azvucmvdmb,450775777
Move_Component_New_Node,New-Component_iwtvnakyme,New-Node_djcjkfqfhu,,390963005
UMLCloneNode,LightDisplay,LightDisplay_bhxcxtsarv,,382799758
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_nttxtpghos,New-Node_xpxpsawuau,547327456
Move_Component_New_Node,PrinterController,New-Node_vmkerooxhh,,435108630
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_humzpyzxbq,New-Node_ctxkujeuvl,787722328
Move_Operation_Component,scanProduct,New-Component_humzpyzxbq,,250542139
Move_Operation_Component,startSale,GUIReporting,,258006896
UMLCloneNode,EnterpriseClient,EnterpriseClient_gwydsmfarh,,405004273
UMLCloneNode,BarCodeScanner,BarCodeScanner_ottnpysfps,,385121432
UMLCloneNode,BarCodeScanner_ottnpysfps,BarCodeScanner_ottnpysfps_qtbncckbnz,,414457528
Move_Component_New_Node,GUIStore,New-Node_ubczmmifws,,521258625
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_gqxsiwsuyv,New-Node_mqyzjkrpvz,626791324
Move_Operation_Component,getMeanTimeToDeliveryReport,CashDeskApplication,,258584599
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_spiyydeygj,New-Node_elpcnkaben,783677694
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_sxfrqzxemo,New-Node_llxvaqrvkj,663032368
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_bwdvgjssqo,New-Node_aenxtbgafw,618066384
Move_Component_New_Node,GUIStore,New-Node_khgnghnonf,,430454012
Move_Operation_Component,startSale,Persistence,,230101412
Move_Component_New_Node,GUIReporting,New-Node_enhgayzljn,,551925257
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_gqxsiwsuyv,New-Node_mqyzjkrpvz,607451261
Move_Operation_Component,getMeanTimeToDeliveryReport,CashDeskApplication,,262610938
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_spiyydeygj,New-Node_elpcnkaben,562767878
Move_Component_New_Node,Inventory,New-Node_nxnitzwbeh,,507741190
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_libmbxisfi,New-Node_ywvcjbpqpg,595711459
Move_Operation_Component,getMeanTimeToDeliveryReport,PrinterController,,273025486
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nrabxclnwp,New-Node_efwaaevzhv,523455434
UMLCloneNode,EnterpriseServer,EnterpriseServer_dnfxpjpogn,,371761731
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_bwdvgjssqo,New-Node_aenxtbgafw,538996745
Move_Component_New_Node,GUIStore,New-Node_khgnghnonf,,426256912
Move_Operation_Component,startSale,Persistence,,242334759
Move_Operation_Component,stopSale,GUIReporting,,256144063
Move_Operation_New_Component_New_Node,createReport,New-Component_dnreifaimk,New-Node_qtmzmkqaye,536025213
Move_Component_New_Node,CashDeskApplication,New-Node_omaqfxmybv,,333411122
UMLCloneNode,BarCodeScanner,BarCodeScanner_ydckvibmrx,,325558789
Move_Operation_Component,getMeanTimeToDeliveryReport,Enterprise,,203559574
Move_Component_New_Node,Persistence,New-Node_nklgisxtdh,,329170441
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_lneauquszp,New-Node_jesoutclit,439784007
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_lgmvtxrfot,New-Node_uutnwojahi,453063736
Move_Component_New_Node,Inventory,New-Node_nxnitzwbeh,,419349942
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_libmbxisfi,New-Node_ywvcjbpqpg,400100128
Move_Operation_Component,getMeanTimeToDeliveryReport,PrinterController,,199365340
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nrabxclnwp,New-Node_efwaaevzhv,439241759
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_bmgxspyjzd,New-Node_dlnpxocmlg,528461822
Move_Component_New_Node,PrinterController,New-Node_vmkerooxhh,,340797782
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_humzpyzxbq,New-Node_ctxkujeuvl,500423349
Move_Operation_Component,scanProduct,New-Component_humzpyzxbq,,214766738
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_vaxpktlfcd,New-Node_wlmravhopv,461408744
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_crmmqluugv,New-Node_xiaqtpyrci,519485882
Move_Component_New_Node,Inventory,New-Node_mbeuyeerol,,513054622
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_kizfwtyfhj,New-Node_exqezdllio,777139485
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_iwtvnakyme,New-Node_byptlqqdia,669776174
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_znywgrkndv,New-Node_azvucmvdmb,650441730
Move_Component_New_Node,New-Component_iwtvnakyme,New-Node_djcjkfqfhu,,442288202
UMLCloneNode,LightDisplay,LightDisplay_bhxcxtsarv,,387882558
Move_Operation_Component,getMeanTimeToDeliveryReport,GUIStore,,291368490
UMLCloneNode,EnterpriseClient,EnterpriseClient_tbnopmebmw,,448136738
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_bxzhyekkzq,New-Node_mhlrvklhyq,539955183
Move_Operation_New_Component_New_Node,startSale,New-Component_pdtbljrdse,New-Node_sxryyfpmld,723051006
Move_Component_New_Node,Inventory,New-Node_scxcstlsie,,567139244
UMLCloneNode,LightDisplay,LightDisplay_crerglkdst,,459502811
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_bppjvdtnsy,New-Node_rtqcgbgzsr,585368535
Move_Operation_Component,enterOrderID,Enterprise,,279038701
Move_Operation_Component,getMeanTimeToDelivery,CashBoxController,,360905015
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_vivrqigsep,New-Node_mounodlexe,686642588
Move_Component_New_Node,New-Component_vivrqigsep,New-Node_nlbgaogqub,,557576063
UMLCloneNode,EnterpriseClient,EnterpriseClient_kmiojrwjsf,,483667770
Move_Operation_Component,startSale,GUIReporting,,271310771
UMLCloneNode,EnterpriseClient,EnterpriseClient_gwydsmfarh,,461580196
UMLCloneNode,BarCodeScanner,BarCodeScanner_ottnpysfps,,410721202
UMLCloneNode,BarCodeScanner_ottnpysfps,BarCodeScanner_ottnpysfps_qtbncckbnz,,433950679
