operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,GUIStore,New-Node_dvawmtphrs,,1761593059
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_lzneugvark,New-Node_uxiuxvytvr,1239944739
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_vmdpsfuvlc,New-Node_oiiavpluqm,1057962855
UMLCloneNode,New-Node_uxiuxvytvr,New-Node_uxiuxvytvr_nbihqyxxae,,468984185
UMLCloneNode,EnterpriseServer,EnterpriseServer_nmiqnegdqo,,899254325
UMLCloneNode,StoreServer,StoreServer_jjpbhqmvlv,,734437841
Move_Component_New_Node,CashBoxController,New-Node_lpqlpxsojx,,890087013
Move_Operation_New_Component_New_Node,stopSale,New-Component_tukpnehuap,New-Node_tqmgrfnfco,668662888
UMLCloneNode,CashDeskPC,CashDeskPC_pystxgtjim,,500996229
Move_Operation_New_Component_New_Node,getTransaction,New-Component_lugrfhqegi,New-Node_rthflhxcgu,792315714
Move_Component_New_Node,Reporting,New-Node_lyjpiumvjr,,593522882
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_bhiejvqudx,New-Node_zlkhvthrxz,747143549
Move_Operation_Component,getTransaction,GUIReporting,,306706251
Move_Component_New_Node,CashDeskGUI,New-Node_ljgvsfagat,,463945615
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_updqiowxfy,New-Node_mfteawhowy,644777975
UMLCloneNode,EnterpriseClient,EnterpriseClient_mkpplyunib,,452821693
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_wjwkpmkwez,New-Node_kmckfwmrhu,528832453
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_hkynhklcxo,New-Node_lbkyebaxcy,555397121
Move_Operation_Component,queryStockItem,Enterprise,,287238782
Move_Component_New_Node,Persistence,New-Node_dpmncyurou,,500151515
Move_Component_New_Node,ScannerController,New-Node_hutksbsbrk,,466551773
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_unpyuxqnev,New-Node_wbneeryhoh,562303564
Move_Operation_Component,enterOrderID,DataStore,,261254131
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_ntdnybkcye,New-Node_qsuypgzsta,544579535
UMLCloneNode,LightDisplay,LightDisplay_mtnijpgpnw,,405444032
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_czscudwuvq,New-Node_uvoffouhtp,568834081
UMLCloneNode,CashBox,CashBox_iiqwmsfknk,,398350109
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_gihmdqpcer,New-Node_nziosbjrir,484353016
Move_Operation_Component,getTransactionContext,CashBoxController,,264422674
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_yzwwsjonqm,New-Node_lmlqofzrdg,568754622
Move_Component_New_Node,AppStore,New-Node_njzyeigjco,,392129092
UMLCloneNode,CashDeskPC,CashDeskPC_zmakylxpqm,,375887903
Move_Operation_Component,printRunningTotal,Reporting,,295076591
UMLCloneNode,StoreServer,StoreServer_axyfsqgpsb,,332345715
Move_Operation_New_Component_New_Node,startSale,New-Component_fokdjzkkhm,New-Node_huqmyhxzwi,492083344
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_jvsoiheoow,New-Node_sahfflzayv,626963806
UMLCloneNode,Printer,Printer_ldhvjzlate,,356277957
UMLCloneNode,CashBox,CashBox_tyhjksuxhp,,386315319
UMLCloneNode,Printer_ldhvjzlate,Printer_ldhvjzlate_yjnsutjsjq,,366610344
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,255171003
Move_Operation_New_Component_New_Node,getTransaction,New-Component_vyohzitngz,New-Node_dwubikqrsj,475321048
Move_Operation_Component,enterOrderID,ScannerController,,205758897
UMLCloneNode,New-Node_dwubikqrsj,New-Node_dwubikqrsj_zkubfqpgwo,,358603719
UMLCloneNode,EnterpriseClient,EnterpriseClient_tssrxlenog,,354634385
Move_Operation_Component,queryOrderById,CashDeskApplication,,280537826
Move_Operation_New_Component_New_Node,stopSale,New-Component_izwznkmhkq,New-Node_xnvtrgfuss,545949283
Move_Component_New_Node,CashDeskGUI,New-Node_rrlqscbfno,,426883750
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_witqwhnnfb,New-Node_omuortnewc,442983253
UMLCloneNode,BarCodeScanner,BarCodeScanner_hauhdgqohe,,347864689
Move_Component_New_Node,Inventory,New-Node_xoicernfwk,,428723239
Move_Operation_Component,queryStockItem,Enterprise,,244859174
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_dpeiqtcktd,New-Node_avghfarppx,535888545
UMLCloneNode,StoreServer,StoreServer_rytfsoscii,,338802594
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_kucewhhelx,New-Node_rwwskdpnbq,442479067
Move_Operation_Component,getTransaction,New-Component_kucewhhelx,,266667663
Move_Component_New_Node,DataStore,New-Node_mxlraouupb,,459808406
Move_Operation_Component,queryOrderById,AppStore,,270879072
UMLCloneNode,Printer,Printer_uogjbsnauv,,409978046
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_ddfumyxfxg,New-Node_tsvhziuqtq,619135715
Move_Component_New_Node,New-Component_ddfumyxfxg,New-Node_sdxvldxaqt,,367837305
Move_Operation_Component,queryOrderById,GUIReporting,,202796861
Move_Component_New_Node,GUIReporting,New-Node_icasiztzwf,,425754883
UMLCloneNode,CashBox,CashBox_liwhaoxncq,,385565382
UMLCloneNode,CashBox,CashBox_aomleweiac,,338902391
UMLCloneNode,EnterpriseServer,EnterpriseServer_ygimzmxlcd,,336155741
UMLCloneNode,CashBox,CashBox_tyhjksuxhp,,451414825
UMLCloneNode,Printer_ldhvjzlate,Printer_ldhvjzlate_yjnsutjsjq,,207231388
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,208058209
Move_Operation_Component,printRunningTotal,Reporting,,217944389
UMLCloneNode,StoreServer,StoreServer_axyfsqgpsb,,350263808
Move_Operation_New_Component_New_Node,startSale,New-Component_fokdjzkkhm,New-Node_huqmyhxzwi,612595610
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_jvsoiheoow,New-Node_sahfflzayv,523863654
Move_Component_New_Node,GUIStore,New-Node_dvawmtphrs,,330990975
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_lzneugvark,New-Node_uxiuxvytvr,550402464
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_vmdpsfuvlc,New-Node_oiiavpluqm,599280880
UMLCloneNode,New-Node_uxiuxvytvr,New-Node_uxiuxvytvr_nbihqyxxae,,351385431
UMLCloneNode,CashDeskPC,CashDeskPC_pystxgtjim,,376952910
Move_Operation_New_Component_New_Node,getTransaction,New-Component_lugrfhqegi,New-Node_rthflhxcgu,555370762
Move_Component_New_Node,Reporting,New-Node_lyjpiumvjr,,509373149
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_bhiejvqudx,New-Node_zlkhvthrxz,508711127
Move_Component_New_Node,GUIStore,New-Node_dvawmtphrs,,437028465
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_lzneugvark,New-Node_uxiuxvytvr,554794642
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_vmdpsfuvlc,New-Node_oiiavpluqm,515439887
UMLCloneNode,New-Node_uxiuxvytvr,New-Node_uxiuxvytvr_nbihqyxxae,,442723856
Move_Operation_Component,queryOrderById,CashDeskApplication,,218529806
Move_Operation_New_Component_New_Node,stopSale,New-Component_izwznkmhkq,New-Node_xnvtrgfuss,570363639
Move_Component_New_Node,CashDeskGUI,New-Node_rrlqscbfno,,469468963
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_witqwhnnfb,New-Node_omuortnewc,551056561
Move_Operation_New_Component_New_Node,getTransaction,New-Component_vyohzitngz,New-Node_dwubikqrsj,606792868
Move_Operation_Component,enterOrderID,ScannerController,,224359169
UMLCloneNode,New-Node_dwubikqrsj,New-Node_dwubikqrsj_zkubfqpgwo,,385621257
UMLCloneNode,EnterpriseClient,EnterpriseClient_tssrxlenog,,348702941
Move_Operation_New_Component_New_Node,getTransaction,New-Component_vyohzitngz,New-Node_dwubikqrsj,578172454
Move_Operation_Component,enterOrderID,ScannerController,,281336353
UMLCloneNode,New-Node_dwubikqrsj,New-Node_dwubikqrsj_zkubfqpgwo,,403295452
UMLCloneNode,EnterpriseClient,EnterpriseClient_tssrxlenog,,350136850
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_ryvptbfjsm,New-Node_tybvepdrmk,714818728
Move_Operation_Component,enterOrderID,ScannerController,,251229231
UMLCloneNode,New-Node_dwubikqrsj,New-Node_dwubikqrsj_zkubfqpgwo,,217889776
UMLCloneNode,EnterpriseClient,EnterpriseClient_tssrxlenog,,369554586
Move_Component_New_Node,GUIStore,New-Node_dvawmtphrs,,515755498
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_lzneugvark,New-Node_uxiuxvytvr,545113666
Move_Operation_New_Component_New_Node,printRunningTotal,New-Component_vmdpsfuvlc,New-Node_oiiavpluqm,566855922
UMLCloneNode,New-Node_uxiuxvytvr,New-Node_uxiuxvytvr_nbihqyxxae,,340864591
UMLCloneNode,BarCodeScanner,BarCodeScanner_bsgbwhyilf,,345157953
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_czscudwuvq,New-Node_uvoffouhtp,611883535
UMLCloneNode,CashBox,CashBox_iiqwmsfknk,,410501567
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_gihmdqpcer,New-Node_nziosbjrir,585359422
UMLCloneNode,EnterpriseServer,EnterpriseServer_nmiqnegdqo,,443997254
UMLCloneNode,StoreServer,StoreServer_jjpbhqmvlv,,383768192
Move_Component_New_Node,CashBoxController,New-Node_lpqlpxsojx,,573971446
Move_Operation_New_Component_New_Node,stopSale,New-Component_tukpnehuap,New-Node_tqmgrfnfco,644491918
Move_Operation_Component,getTransaction,GUIReporting,,300113678
Move_Component_New_Node,CashDeskGUI,New-Node_ljgvsfagat,,461105329
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_updqiowxfy,New-Node_mfteawhowy,675318860
UMLCloneNode,EnterpriseClient,EnterpriseClient_mkpplyunib,,510415985
UMLCloneNode,New-Node_zqqwmknpwi,New-Node_zqqwmknpwi_grkwqrqpmj,,249297648
Move_Operation_New_Component_New_Node,stopSale,New-Component_izwznkmhkq,New-Node_xnvtrgfuss,590889954
Move_Component_New_Node,CashDeskGUI,New-Node_rrlqscbfno,,535438161
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_witqwhnnfb,New-Node_omuortnewc,659837858
Move_Operation_Component,getTransaction,GUIReporting,,272995010
Move_Component_New_Node,CashDeskGUI,New-Node_ljgvsfagat,,491950845
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_updqiowxfy,New-Node_mfteawhowy,651050037
UMLCloneNode,EnterpriseClient,EnterpriseClient_mkpplyunib,,470593262
Move_Operation_Component,queryOrderById,CashDeskApplication,,352981164
Move_Operation_New_Component_New_Node,stopSale,New-Component_izwznkmhkq,New-Node_xnvtrgfuss,817773207
Move_Component_New_Node,CashDeskGUI,New-Node_rrlqscbfno,,424732726
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_witqwhnnfb,New-Node_omuortnewc,623837113
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_wjwkpmkwez,New-Node_kmckfwmrhu,596816328
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_hkynhklcxo,New-Node_lbkyebaxcy,636959332
Move_Operation_Component,queryStockItem,Enterprise,,277846288
Move_Component_New_Node,Persistence,New-Node_dpmncyurou,,476784674
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_kygkofxiyi,New-Node_ytckzbknpu,584605939
Move_Operation_Component,enterOrderID,ScannerController,,252879947
UMLCloneNode,New-Node_dwubikqrsj,New-Node_dwubikqrsj_zkubfqpgwo,,205072179
UMLCloneNode,EnterpriseClient,EnterpriseClient_tssrxlenog,,358096708
UMLCloneNode,New-Node_zqqwmknpwi,New-Node_zqqwmknpwi_grkwqrqpmj,,209595722
Move_Operation_New_Component_New_Node,stopSale,New-Component_izwznkmhkq,New-Node_xnvtrgfuss,626077925
Move_Component_New_Node,CashDeskGUI,New-Node_rrlqscbfno,,418263043
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_witqwhnnfb,New-Node_omuortnewc,590808451
Move_Component_New_Node,Reporting,New-Node_gplncloejc,,534623723
UMLCloneNode,CashBox,CashBox_tyhjksuxhp,,493106604
UMLCloneNode,Printer_ldhvjzlate,Printer_ldhvjzlate_yjnsutjsjq,,270292411
Move_Operation_Component,getEnterpriseByID,CashDeskApplication,,291261015
UMLCloneNode,EnterpriseServer,EnterpriseServer_ygimzmxlcd,,641173896
UMLCloneNode,CashBox,CashBox_tyhjksuxhp,,466311472
UMLCloneNode,Printer_ldhvjzlate,Printer_ldhvjzlate_yjnsutjsjq,,211928286
Move_Component_New_Node,Inventory,New-Node_qqaxujxdlu,,482198576
Move_Operation_Component,getTransaction,GUIReporting,,321703387
Move_Component_New_Node,CashDeskGUI,New-Node_ljgvsfagat,,445127745
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_updqiowxfy,New-Node_mfteawhowy,624677279
UMLCloneNode,EnterpriseClient,EnterpriseClient_mkpplyunib,,364713768
UMLCloneNode,New-Node_zqqwmknpwi,New-Node_zqqwmknpwi_grkwqrqpmj,,331706756
Move_Operation_New_Component_New_Node,stopSale,New-Component_izwznkmhkq,New-Node_xnvtrgfuss,643384742
Move_Component_New_Node,CashDeskGUI,New-Node_rrlqscbfno,,579050421
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_witqwhnnfb,New-Node_omuortnewc,660018597
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_ldzmovhwis,New-Node_mbaxbaewik,692226098
Move_Component_New_Node,CashDeskGUI,New-Node_ljgvsfagat,,531133227
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_updqiowxfy,New-Node_mfteawhowy,690110140
UMLCloneNode,EnterpriseClient,EnterpriseClient_mkpplyunib,,414003194
UMLCloneNode,LightDisplay,LightDisplay_mtnijpgpnw,,430305157
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_czscudwuvq,New-Node_uvoffouhtp,953816119
UMLCloneNode,CashBox,CashBox_iiqwmsfknk,,415102345
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_gihmdqpcer,New-Node_nziosbjrir,615789741
Move_Operation_New_Component_New_Node,getTransaction,New-Component_vyohzitngz,New-Node_dwubikqrsj,678487262
Move_Operation_Component,enterOrderID,ScannerController,,283362423
UMLCloneNode,New-Node_dwubikqrsj,New-Node_dwubikqrsj_zkubfqpgwo,,514177980
UMLCloneNode,EnterpriseClient,EnterpriseClient_tssrxlenog,,424070113
UMLCloneNode,EnterpriseServer,EnterpriseServer_nmiqnegdqo,,539000001
UMLCloneNode,StoreServer,StoreServer_jjpbhqmvlv,,433310623
Move_Component_New_Node,CashBoxController,New-Node_lpqlpxsojx,,520561932
Move_Operation_New_Component_New_Node,stopSale,New-Component_tukpnehuap,New-Node_tqmgrfnfco,711659123
Move_Component_New_Node,Inventory,New-Node_wygmscdktx,,555897610
