operation,target,to,where,exec_time(nanoSec)
UMLCloneNode,CashDeskPC,CashDeskPC_xxgtalrcye,,2233231729
Move_Component_New_Node,CashDeskApplication,New-Node_bsurpyaqth,,1449669361
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_jcbgrjspqk,New-Node_pmdvsgdvtw,1598716432
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_cmsdujpimx,New-Node_czeslgqcrt,970826507
Move_Operation_Component,queryOrderById,PrinterController,,622263094
UMLCloneNode,EnterpriseServer,EnterpriseServer_uxeeimopzy,,980732001
Move_Component_New_Node,GUIReporting,New-Node_golnqmysno,,987342936
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_spmgyritfv,New-Node_xatawcegtm,676174520
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_hrzofhogkx,New-Node_qqrzzqkhxt,623643553
Move_Component_New_Node,Enterprise,New-Node_ughomkezil,,454138412
UMLCloneNode,New-Node_ughomkezil,New-Node_ughomkezil_vmjmykdwhw,,414700563
Move_Operation_Component,queryStockItem,New-Component_hrzofhogkx,,278820011
Move_Operation_Component,getTransactionContext,Enterprise,,245554216
Move_Component_New_Node,DataStore,New-Node_ddkbrcuthv,,505279734
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_ryqnkkxibt,New-Node_igbydmkjdw,560275835
UMLCloneNode,CashDeskPC,CashDeskPC_gejzmmojpv,,359774195
UMLCloneNode,EnterpriseServer,EnterpriseServer_thdbgzaaju,,385559813
Move_Operation_Component,queryOrderById,AppStore,,241735175
UMLCloneNode,LightDisplay,LightDisplay_aeyssngcxx,,370595775
UMLCloneNode,LightDisplay_aeyssngcxx,LightDisplay_aeyssngcxx_tpivxqasur,,324312782
UMLCloneNode,StoreServer,StoreServer_azvkmfoivo,,325756760
Move_Operation_Component,enterOrderID,Reporting,,205646357
Move_Component_New_Node,Reporting,New-Node_jptbntsozr,,433961550
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_eswwtikkge,New-Node_rcypumkqqc,507618440
Move_Component_New_Node,ScannerController,New-Node_jihyepumci,,402711875
UMLCloneNode,LightDisplay,LightDisplay_poyzfuplyn,,356960148
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_gpxdhstlyi,New-Node_hqwunzwroc,624156183
Move_Operation_Component,queryOrderById,CashBoxController,,256955825
Move_Operation_New_Component_New_Node,createReport,New-Component_bcwqeousya,New-Node_xhrispdjwj,481389048
Move_Operation_New_Component_New_Node,stopSale,New-Component_pdprfjovkk,New-Node_vmrwlylurw,596942125
Move_Component_New_Node,CashDeskGUI,New-Node_muddxpuysh,,396286387
UMLCloneNode,New-Node_xhrispdjwj,New-Node_xhrispdjwj_dsjggnisxa,,336250126
