algorithm,problem_tag,performance_antipattern,target_element,fuzziness
1,paf,updateUser,1.0000
2,paf,updateUser,1.0000
3,paf,updateUser,1.0000
4,paf,updateUser,1.0000
5,paf,updateUser,1.0000
6,paf,updateUser,1.0000
7,paf,updateUser,1.0000
8,paf,updateUser,1.0000
9,paf,updateUser,1.0000
10,paf,updateUser,1.0000
11,paf,updateUser,1.0000
12,paf,updateUser,1.0000
13,paf,updateUser,1.0000
14,paf,updateUser,1.0000
15,paf,updateUser,1.0000
16,paf,updateUser,1.0000
20,paf,updateUser,1.0000
22,paf,updateUser,1.0000
30,paf,updateUser,1.0000
34,paf,updateUser,1.0000
38,paf,updateUser,1.0000
42,paf,updateUser,1.0000
46,paf,updateUser,1.0000
50,paf,updateUser,1.0000
54,paf,updateUser,1.0000
60,paf,updateUser,1.0000
64,paf,updateUser,1.0000
68,paf,updateUser,1.0000
72,paf,updateUser,1.0000
76,paf,updateUser,1.0000
78,paf,updateUser,1.0000
80,paf,updateUser,1.0000
82,paf,updateUser,1.0000
86,paf,updateUser,1.0000
90,paf,updateUser,1.0000
94,paf,updateUser,1.0000
98,paf,updateUser,1.0000
102,paf,updateUser,1.0000
106,paf,updateUser,1.0000
110,paf,updateUser,1.0000
114,paf,updateUser,1.0000
118,paf,updateUser,1.0000
122,paf,updateUser,1.0000
124,paf,updateUser,1.0000
128,paf,updateUser,1.0000
132,paf,updateUser,1.0000
136,paf,updateUser,1.0000
140,paf,updateUser,1.0000
144,paf,updateUser,1.0000
148,paf,updateUser,1.0000
152,paf,updateUser,1.0000
156,paf,updateUser,1.0000
160,paf,updateUser,1.0000
164,paf,updateUser,1.0000
168,paf,updateUser,1.0000
172,paf,updateUser,1.0000
178,paf,updateUser,1.0000
182,paf,updateUser,1.0000
184,paf,updateUser,1.0000
188,paf,updateUser,1.0000
192,paf,updateUser,1.0000
194,paf,updateUser,1.0000
198,paf,updateUser,1.0000
202,paf,updateUser,1.0000
206,paf,updateUser,1.0000
210,paf,updateUser,1.0000
222,paf,updateUser,1.0000
226,paf,updateUser,1.0000
232,paf,updateUser,1.0000
236,paf,updateUser,1.0000
240,paf,updateUser,1.0000
244,paf,updateUser,1.0000
248,paf,updateUser,1.0000
252,paf,updateUser,1.0000
254,paf,updateUser,1.0000
256,paf,updateUser,1.0000
266,paf,updateUser,1.0000
268,paf,updateUser,1.0000
272,paf,updateUser,1.0000
280,paf,updateUser,1.0000
284,paf,updateUser,1.0000
288,paf,updateUser,1.0000
290,paf,updateUser,1.0000
294,paf,updateUser,1.0000
298,paf,updateUser,1.0000
300,paf,updateUser,1.0000
306,paf,updateUser,1.0000
312,paf,updateUser,1.0000
316,paf,updateUser,1.0000
320,paf,updateUser,1.0000
322,paf,updateUser,1.0000
330,paf,updateUser,1.0000
336,paf,updateUser,1.0000
340,paf,updateUser,1.0000
344,paf,updateUser,1.0000
352,paf,updateUser,1.0000
354,paf,updateUser,1.0000
358,paf,updateUser,1.0000
362,paf,updateUser,1.0000
366,paf,updateUser,1.0000
370,paf,updateUser,1.0000
372,paf,updateUser,1.0000
374,paf,updateUser,1.0000
378,paf,updateUser,1.0000
382,paf,updateUser,1.0000
384,paf,updateUser,1.0000
388,paf,updateUser,1.0000
396,paf,updateUser,1.0000
398,paf,updateUser,1.0000
404,paf,updateUser,1.0000
412,paf,updateUser,1.0000
418,paf,updateUser,1.0000
420,paf,updateUser,1.0000
422,paf,updateUser,1.0000
424,paf,updateUser,1.0000
428,paf,updateUser,1.0000
432,paf,updateUser,1.0000
444,paf,updateUser,1.0000
450,paf,updateUser,1.0000
464,paf,updateUser,1.0000
468,paf,updateUser,1.0000
474,paf,updateUser,1.0000
480,paf,updateUser,1.0000
494,paf,updateUser,1.0000
500,paf,updateUser,1.0000
506,paf,updateUser,1.0000
