operation,target,to,where,exec_time(nanoSec)
UMLCloneNode,Printer,Printer_lfcbnhjcfo,,1197079482
Move_Operation_Component,saleStartedEvent,CashBoxController,,577467530
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_yvhqoxxaup,New-Node_hpskqspymh,916033548
Move_Component_New_Node,GUIStore,New-Node_qgiffypzaj,,449530883
UMLCloneNode,LightDisplay,LightDisplay_eaeoevkafk,,594969908
Move_Operation_Component,getMeanTimeToDeliveryReport,Enterprise,,299233578
UMLCloneNode,LightDisplay,LightDisplay_fkbiragcgs,,631478333
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_tizsuojnou,New-Node_ogjpyrpnvl,848866015
Move_Operation_Component,getMeanTimeToDelivery,AppStore,,416706475
Move_Component_New_Node,PrinterController,New-Node_hufszdgvcr,,511971602
UMLCloneNode,EnterpriseClient,EnterpriseClient_tthoaeydjv,,534797381
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_ryoeqifakq,New-Node_wpshlpywxs,699048520
Move_Operation_New_Component_New_Node,createReport,New-Component_pamecqcgvf,New-Node_feyxvkgmzr,747853292
Move_Component_New_Node,New-Component_pamecqcgvf,New-Node_ddqblmugmq,,545095511
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_idytebyreb,New-Node_jybofmdyrc,758331018
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_ehvtxibxql,New-Node_zfjaowuyol,789874103
UMLCloneNode,CashBox,CashBox_iheadpsbwb,,447859148
Move_Component_New_Node,ScannerController,New-Node_rxdannsrws,,480362013
UMLCloneNode,EnterpriseServer,EnterpriseServer_dfsrjtekju,,486838997
Move_Operation_Component,rollInReceivedOrder,Inventory,,263147605
Move_Component_New_Node,PrinterController,New-Node_dhienvvpjs,,443004375
Move_Operation_Component,getTransaction,GUIReporting,,240702499
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_lbugnjyeiw,New-Node_nbtivbdlrl,555138191
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_tthvspuuxp,New-Node_nxoaodharw,524563181
Move_Operation_New_Component_New_Node,createReport,New-Component_knogrqiysv,New-Node_vmgoiemtxx,492249893
Move_Component_New_Node,Enterprise,New-Node_mkmxgejtyc,,463945491
UMLCloneNode,New-Node_vmgoiemtxx,New-Node_vmgoiemtxx_wtacvydwst,,402761047
Move_Operation_Component,queryOrderById,Reporting,,240360227
Move_Operation_Component,printRunningTotal,Persistence,,235288908
UMLCloneNode,EnterpriseClient,EnterpriseClient_dujczcvfzv,,360418051
UMLCloneNode,EnterpriseServer,EnterpriseServer_fwaqrdxcsr,,330135300
Move_Component_New_Node,DataStore,New-Node_ewblkogxhq,,435349212
