operation,target,to,where,exec_time(nanoSec)
UMLCloneNode,CashDeskPC,CashDeskPC_dszosbmniy,,1937938034
Move_Operation_Component,enterOrderID,Persistence,,745609432
Move_Component_New_Node,CashBoxController,New-Node_rkwsjqtgla,,1159283829
UMLCloneNode,New-Node_rkwsjqtgla,New-Node_rkwsjqtgla_iazdukjehb,,642199900
Move_Component_New_Node,CashDeskGUI,New-Node_ostkztnjqd,,1346639593
Move_Operation_Component,getEnterpriseByID,AppStore,,767415326
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_utqqaudacm,New-Node_deotwgctkr,903106309
Move_Operation_New_Component_New_Node,startSale,New-Component_ljayetqexa,New-Node_ktjxxrrpyv,785324733
Move_Operation_New_Component_New_Node,stopSale,New-Component_rkwfzurobi,New-Node_zhqhqqstwo,611526675
Move_Operation_Component,getTransactionContext,Reporting,,248898279
Move_Component_New_Node,GUIStore,New-Node_bfgnzaznsp,,565944983
Move_Operation_New_Component_New_Node,createReport,New-Component_cudzisxhtu,New-Node_tbupluvpuk,636838114
Move_Component_New_Node,CashDeskApplication,New-Node_wzeegimksp,,415656735
UMLCloneNode,New-Node_wzeegimksp,New-Node_wzeegimksp_togblfvkgu,,387921631
UMLCloneNode,CashBox,CashBox_izlmbkdodp,,429761918
Move_Operation_Component,getEnterpriseByID,CashDeskGUI,,286076483
Move_Component_New_Node,CashDeskGUI,New-Node_eljsumgebt,,467223903
UMLCloneNode,Printer,Printer_aaqxpyilbo,,335813589
Move_Operation_Component,createReport,Enterprise,,223172594
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_fnfxqqpcbg,New-Node_fifeihhofb,479391362
Move_Operation_Component,productBarCodeScannedEvent,PrinterController,,221244508
UMLCloneNode,CashBox,CashBox_mpysdxxzdo,,390448781
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_jzuvzfbmyy,New-Node_wrawtolkor,594233615
UMLCloneNode,EnterpriseClient,EnterpriseClient_penisnhyge,,420162244
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_uhcnycxlvj,New-Node_uxehknduqs,609839552
UMLCloneNode,CashBox,CashBox_qkvgvevhsw,,329602360
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_imyfhqdypr,New-Node_jltznyqifv,530365778
Move_Operation_Component,createReport,Inventory,,237356143
Move_Operation_Component,productBarCodeScannedEvent,Inventory,,228761826
Move_Component_New_Node,CashDeskApplication,New-Node_pcnkwoevnc,,409119666
Move_Operation_New_Component_New_Node,productBarCodeScannedEvent,New-Component_roxchfaxbv,New-Node_ovgpsujqyf,459080942
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_uzapkeaaej,New-Node_wfksxtzhxp,548410860
UMLCloneNode,EnterpriseServer,EnterpriseServer_ykkhtafiof,,307696268
Move_Operation_Component,getEnterpriseByID,GUIStore,,208611987
Move_Operation_New_Component_New_Node,createReport,New-Component_zfqucfjssn,New-Node_anlthdjfmn,440422821
Move_Component_New_Node,Enterprise,New-Node_mjnblbjyyd,,361340041
Move_Operation_New_Component_New_Node,scanProduct,New-Component_xvbxeksewi,New-Node_gamairfuyj,503372145
UMLCloneNode,EnterpriseClient,EnterpriseClient_dlbmywnynp,,301775774
UMLCloneNode,CashDeskPC,CashDeskPC_gijiwllhjy,,395734152
UMLCloneNode,CashBox,CashBox_sjejrxdjgv,,406366583
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_tlckgjzozk,New-Node_rhlgvpdihl,488732781
Move_Operation_Component,createReport,CashDeskApplication,,192360479
Move_Component_New_Node,Reporting,New-Node_urvdgbrfxw,,465888148
UMLCloneNode,StoreServer,StoreServer_mirttirtrf,,355420950
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_ffrroghvxd,New-Node_jmwizzpysf,486217824
UMLCloneNode,CashBox,CashBox_zzymkthhow,,332513320
Move_Component_New_Node,Inventory,New-Node_tvmwlhmevr,,374545175
Move_Operation_New_Component_New_Node,getMeanTimeToDeliveryReport,New-Component_aquxacfaty,New-Node_nnzwzjhvlq,532770177
Move_Component_New_Node,Persistence,New-Node_xtsbzxkjxq,,391656706
Move_Operation_Component,saleStartedEvent,GUIStore,,210587051
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rfnvzuleft,New-Node_bbrrsvrfot,476877698
UMLCloneNode,New-Node_bbrrsvrfot,New-Node_bbrrsvrfot_zdcvfafzpx,,314442981
UMLCloneNode,EnterpriseServer,EnterpriseServer_ojdflqiguu,,409259207
Move_Operation_Component,startSale,AppStore,,262147958
UMLCloneNode,CashBox,CashBox_eghfvnmmjg,,402675991
Move_Component_New_Node,Reporting,New-Node_eeungrfexe,,464959176
Move_Operation_Component,getEnterpriseByID,PrinterController,,266641004
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_gjjuwkfbav,New-Node_vkumkdqzzb,581987639
Move_Component_New_Node,New-Component_gjjuwkfbav,New-Node_bkfchtkuke,,451512338
Move_Operation_New_Component_New_Node,getTransaction,New-Component_lyeneekqun,New-Node_qntynjdiod,442589724
UMLCloneNode,BarCodeScanner,BarCodeScanner_hczuywcinq,,331927732
UMLCloneNode,LightDisplay,LightDisplay_aqwxpclkqw,,315939818
Move_Component_New_Node,CashDeskGUI,New-Node_pvkpfjxink,,438936554
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rciebhxlsl,New-Node_syupitrkih,503301372
UMLCloneNode,EnterpriseServer,EnterpriseServer_ojdflqiguu,,330490736
Move_Operation_Component,startSale,AppStore,,204586217
UMLCloneNode,CashBox,CashBox_eghfvnmmjg,,431858650
Move_Component_New_Node,Reporting,New-Node_eeungrfexe,,370346341
Move_Component_New_Node,Persistence,New-Node_xtsbzxkjxq,,427487271
Move_Operation_Component,saleStartedEvent,GUIStore,,221840837
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rfnvzuleft,New-Node_bbrrsvrfot,529016718
UMLCloneNode,New-Node_bbrrsvrfot,New-Node_bbrrsvrfot_zdcvfafzpx,,378566046
Move_Component_New_Node,CashDeskGUI,New-Node_ostkztnjqd,,473080296
Move_Operation_Component,getEnterpriseByID,AppStore,,270416324
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_utqqaudacm,New-Node_deotwgctkr,608643138
Move_Operation_New_Component_New_Node,startSale,New-Component_ljayetqexa,New-Node_ktjxxrrpyv,549984861
Move_Component_New_Node,Persistence,New-Node_xtsbzxkjxq,,575980994
Move_Operation_Component,saleStartedEvent,GUIStore,,300153593
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rfnvzuleft,New-Node_bbrrsvrfot,635120583
UMLCloneNode,New-Node_bbrrsvrfot,New-Node_bbrrsvrfot_zdcvfafzpx,,327937097
Move_Component_New_Node,CashDeskGUI,New-Node_ostkztnjqd,,497158312
Move_Operation_Component,getEnterpriseByID,AppStore,,228746987
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_utqqaudacm,New-Node_deotwgctkr,542606073
Move_Operation_New_Component_New_Node,startSale,New-Component_ljayetqexa,New-Node_ktjxxrrpyv,580936187
Move_Component_New_Node,Persistence,New-Node_xtsbzxkjxq,,401296074
Move_Operation_Component,saleStartedEvent,GUIStore,,236616106
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rfnvzuleft,New-Node_bbrrsvrfot,492236571
UMLCloneNode,New-Node_bbrrsvrfot,New-Node_bbrrsvrfot_zdcvfafzpx,,383604886
Move_Component_New_Node,CashDeskGUI,New-Node_ostkztnjqd,,466598861
Move_Operation_Component,getEnterpriseByID,AppStore,,260767809
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_utqqaudacm,New-Node_deotwgctkr,583904904
Move_Operation_New_Component_New_Node,startSale,New-Component_ljayetqexa,New-Node_ktjxxrrpyv,618360982
Move_Component_New_Node,Persistence,New-Node_xtsbzxkjxq,,579343861
Move_Operation_Component,saleStartedEvent,GUIStore,,286758361
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_rfnvzuleft,New-Node_bbrrsvrfot,617634250
UMLCloneNode,New-Node_bbrrsvrfot,New-Node_bbrrsvrfot_zdcvfafzpx,,400700527
Move_Component_New_Node,GUIReporting,New-Node_tmqxhmnsdg,,416322404
UMLCloneNode,EnterpriseClient,EnterpriseClient_dlbmywnynp,,418100208
UMLCloneNode,CashDeskPC,CashDeskPC_gijiwllhjy,,454754118
UMLCloneNode,CashBox,CashBox_sjejrxdjgv,,441872349
Move_Operation_Component,getEnterpriseByID,PrinterController,,268918766
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_gjjuwkfbav,New-Node_vkumkdqzzb,673165191
Move_Component_New_Node,New-Component_gjjuwkfbav,New-Node_bkfchtkuke,,494046856
Move_Operation_New_Component_New_Node,getTransaction,New-Component_lyeneekqun,New-Node_qntynjdiod,626128349
Move_Component_New_Node,CashDeskGUI,New-Node_eljsumgebt,,476657425
UMLCloneNode,Printer,Printer_aaqxpyilbo,,403480430
Move_Operation_Component,createReport,Enterprise,,243280113
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_fnfxqqpcbg,New-Node_fifeihhofb,536668308
Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_uhcnycxlvj,New-Node_uxehknduqs,629839149
UMLCloneNode,CashBox,CashBox_qkvgvevhsw,,396049213
Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_imyfhqdypr,New-Node_jltznyqifv,643077546
Move_Operation_Component,createReport,Inventory,,252298757
Move_Operation_New_Component_New_Node,saleStartedEvent,New-Component_rraxnovkuk,New-Node_pyzytyivqr,668707813
Move_Operation_Component,getEnterpriseByID,GUIStore,,289968822
Move_Operation_New_Component_New_Node,createReport,New-Component_zfqucfjssn,New-Node_anlthdjfmn,615943579
Move_Component_New_Node,Enterprise,New-Node_mjnblbjyyd,,531607868
UMLCloneNode,EnterpriseServer,EnterpriseServer_ykkhtafiof,,550798778
Move_Operation_Component,getEnterpriseByID,GUIStore,,319872853
Move_Operation_New_Component_New_Node,createReport,New-Component_zfqucfjssn,New-Node_anlthdjfmn,652725479
Move_Component_New_Node,Enterprise,New-Node_mjnblbjyyd,,608875564
Move_Operation_New_Component_New_Node,scanProduct,New-Component_xvbxeksewi,New-Node_gamairfuyj,622904734
UMLCloneNode,EnterpriseClient,EnterpriseClient_dlbmywnynp,,428244942
UMLCloneNode,CashDeskPC,CashDeskPC_gijiwllhjy,,416058649
UMLCloneNode,CashBox,CashBox_sjejrxdjgv,,419225768
Move_Component_New_Node,CashDeskGUI,New-Node_eljsumgebt,,489294423
UMLCloneNode,Printer,Printer_aaqxpyilbo,,398949663
Move_Operation_Component,createReport,Enterprise,,333405523
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_fnfxqqpcbg,New-Node_fifeihhofb,665280225
Move_Component_New_Node,CashDeskGUI,New-Node_ostkztnjqd,,489240653
Move_Operation_Component,getEnterpriseByID,AppStore,,272861950
Move_Operation_New_Component_New_Node,enterOrderID,New-Component_utqqaudacm,New-Node_deotwgctkr,614901355
Move_Operation_New_Component_New_Node,startSale,New-Component_ljayetqexa,New-Node_ktjxxrrpyv,634264177
Move_Component_New_Node,Persistence,New-Node_xtsbzxkjxq,,472625594
