operation,target,to,where,exec_time(nanoSec)
Move_Component_New_Node,AppStore,New-Node_xplagsdned,,2058549371
UMLCloneNode,LightDisplay,LightDisplay_zjuekcqurl,,1304206031
Move_Operation_Component,saleStartedEvent,CashDeskApplication,,1025133606
UMLCloneNode,StoreServer,StoreServer_hizuvlrojh,,1160275193
Move_Component_New_Node,GUIStore,New-Node_vgpfvkrabj,,674146388
Move_Operation_Component,getMeanTimeToDelivery,GUIReporting,,437327611
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_kjmvxplywp,New-Node_picnlbkuqs,630471455
Move_Operation_New_Component_New_Node,queryOrderById,New-Component_egulcvdvak,New-Node_krcstzsnrb,603010254
UMLCloneNode,EnterpriseServer,EnterpriseServer_qobhdggzfy,,433215881
Move_Component_New_Node,ScannerController,New-Node_cerjxlcslr,,437683118
UMLCloneNode,EnterpriseClient,EnterpriseClient_exeifidrsr,,386221464
UMLCloneNode,EnterpriseClient_exeifidrsr,EnterpriseClient_exeifidrsr_hzfhkumilv,,401933836
Move_Operation_New_Component_New_Node,scanProduct,New-Component_arzlwbmigp,New-Node_skuzblrtpm,568493853
Move_Operation_New_Component_New_Node,getProductWithStockItem,New-Component_ibzngsdjtw,New-Node_ofqpmhzaci,605992165
Move_Operation_Component,saleStartedEvent,Enterprise,,228506501
Move_Component_New_Node,Reporting,New-Node_osfzbosgsp,,420757892
UMLCloneNode,Printer,Printer_ixfwggoerl,,443874637
Move_Component_New_Node,CashDeskApplication,New-Node_aoqzpjlarb,,459420997
Move_Operation_New_Component_New_Node,createReport,New-Component_arjunumqut,New-Node_msnjncvfjq,506090675
Move_Operation_New_Component_New_Node,rollInReceivedOrder,New-Component_boxnxcocpr,New-Node_pxzrdmpfmm,442684565
Move_Operation_New_Component_New_Node,queryStockItem,New-Component_nmdotquuhg,New-Node_mmkcgzngjr,515458420
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_iwveoapkjo,New-Node_hhxfksdxac,555521420
Move_Operation_New_Component_New_Node,getEnterpriseByID,New-Component_gtvusnzuyw,New-Node_ryqvwsgzww,453374931
Move_Component_New_Node,CashBoxController,New-Node_izbunddvtu,,395601963
UMLCloneNode,StoreServer,StoreServer_zgxbbdhrbo,,364758590
